Circuit delay: 3251.66 ps

Gate slacks:
NAND-n9780: 2531.68 ps
NAND-n9781: 2589.37 ps
NAND-n9782: 2589.37 ps
NAND-n9783: 2640.31 ps
NAND-n9784: 2506.95 ps
NOT-n9785: 2309.79 ps
NOT-n9786: 2554.04 ps
NAND-n9787: 2438.47 ps
NAND-n9788: 2438.47 ps
AND-n9789: 2468.06 ps
NOT-n9790: 2438.47 ps
NAND-n9791: 2492.30 ps
AND-n9792: 2492.30 ps
NAND-n9793: 2568.25 ps
AND-n9794: 2568.25 ps
NAND-n9795: 2608.99 ps
NAND-n9796: 2438.47 ps
NAND-n9797: 2356.55 ps
NOT-n9798: 2587.42 ps
NAND-n9799: 2424.76 ps
NAND-n9800: 2424.76 ps
NAND-n9801: 2438.78 ps
NOT-n9802: 2424.76 ps
NAND-n9803: 2463.51 ps
NAND-n9804: 2463.51 ps
NAND-n9805: 2526.10 ps
AND-n9806: 2526.10 ps
NAND-n9807: 2587.95 ps
NAND-n9808: 2424.76 ps
NAND-n9809: 2277.67 ps
NOT-n9810: 2527.68 ps
NAND-n9811: 2401.21 ps
NAND-n9812: 2401.21 ps
NAND-n9813: 2401.65 ps
NOT-n9814: 2407.75 ps
NAND-n9815: 2432.93 ps
NAND-n9816: 2432.93 ps
NAND-n9817: 2499.54 ps
AND-n9818: 2499.54 ps
NAND-n9819: 2618.97 ps
NAND-n9820: 2407.75 ps
NAND-n9821: 2271.71 ps
NOT-n9822: 2560.49 ps
NAND-n9823: 2362.05 ps
NAND-n9824: 2362.05 ps
AND-n9825: 2380.96 ps
NOT-n9826: 2362.05 ps
NAND-n9827: 2405.16 ps
AND-n9828: 2405.16 ps
NAND-n9829: 2464.88 ps
AND-n9830: 2464.88 ps
NAND-n9831: 2620.76 ps
NAND-n9832: 2362.05 ps
NAND-n9833: 2319.42 ps
NOT-n9834: 2564.10 ps
NAND-n9835: 2348.33 ps
NAND-n9836: 2348.33 ps
NAND-n9837: 2405.52 ps
NOT-n9838: 2348.33 ps
NAND-n9839: 2430.27 ps
NAND-n9840: 2430.27 ps
NAND-n9841: 2430.22 ps
AND-n9842: 2430.22 ps
NAND-n9843: 2599.50 ps
NAND-n9844: 2348.33 ps
NAND-n9845: 2279.93 ps
NOT-n9846: 2596.49 ps
NAND-n9847: 2356.23 ps
NAND-n9848: 2356.23 ps
AND-n9849: 2378.30 ps
NOT-n9850: 2356.23 ps
NAND-n9851: 2402.50 ps
AND-n9852: 2402.50 ps
NAND-n9853: 2395.56 ps
AND-n9854: 2395.56 ps
NAND-n9855: 2620.76 ps
NAND-n9856: 2356.23 ps
NAND-n9857: 2290.45 ps
NOT-n9858: 2593.11 ps
NAND-n9859: 2342.51 ps
NAND-n9860: 2342.51 ps
NAND-n9861: 2366.32 ps
NOT-n9862: 2342.51 ps
NAND-n9863: 2391.06 ps
NAND-n9864: 2391.06 ps
NAND-n9865: 2366.22 ps
AND-n9866: 2366.22 ps
NAND-n9867: 2620.76 ps
NAND-n9868: 2342.51 ps
NAND-n9869: 2235.02 ps
NOT-n9870: 2596.66 ps
NAND-n9871: 2317.04 ps
NAND-n9872: 2317.04 ps
NAND-n9873: 2320.63 ps
NOT-n9874: 2317.04 ps
NAND-n9875: 2345.37 ps
NAND-n9876: 2345.37 ps
NAND-n9877: 2329.07 ps
AND-n9878: 2329.07 ps
NAND-n9879: 2618.97 ps
NAND-n9880: 2317.04 ps
NAND-n9881: 2199.42 ps
NOT-n9882: 2608.88 ps
NAND-n9883: 2271.34 ps
NAND-n9884: 2271.34 ps
AND-n9885: 2293.40 ps
NOT-n9886: 2271.34 ps
NAND-n9887: 2317.60 ps
AND-n9888: 2317.60 ps
NAND-n9889: 2291.92 ps
AND-n9890: 2291.92 ps
NAND-n9891: 2615.00 ps
NAND-n9892: 2271.34 ps
NAND-n9893: 2258.49 ps
NOT-n9894: 2560.73 ps
NAND-n9895: 2257.54 ps
NAND-n9896: 2257.54 ps
NAND-n9897: 2320.89 ps
NOT-n9898: 2257.54 ps
NAND-n9899: 2345.63 ps
NAND-n9900: 2345.63 ps
NAND-n9901: 2254.69 ps
AND-n9902: 2254.69 ps
NAND-n9903: 2610.95 ps
NAND-n9904: 2254.69 ps
NAND-n9905: 2253.33 ps
NOT-n9906: 2555.85 ps
NAND-n9907: 2277.58 ps
NAND-n9908: 2277.58 ps
NAND-n9909: 2275.52 ps
NOT-n9910: 2298.36 ps
NAND-n9911: 2296.57 ps
AND-n9912: 2214.19 ps
NAND-n9913: 2650.02 ps
NAND-n9914: 2214.19 ps
NAND-n9915: 2254.92 ps
NOT-n9916: 2566.71 ps
NAND-n9917: 2237.89 ps
NAND-n9918: 2237.89 ps
AND-n9919: 2248.29 ps
NOT-n9920: 2260.73 ps
AND-n9921: 2268.82 ps
AND-n9922: 2177.04 ps
NAND-n9923: 2646.22 ps
NAND-n9924: 2177.04 ps
NAND-n9925: 2169.18 ps
NOT-n9926: 2527.68 ps
NAND-n9927: 2192.53 ps
NAND-n9928: 2192.53 ps
NAND-n9929: 2281.51 ps
NOT-n9930: 2215.37 ps
NAND-n9931: 2302.55 ps
AND-n9932: 2139.89 ps
NAND-n9933: 2651.73 ps
NAND-n9934: 2139.89 ps
NAND-n9935: 2188.45 ps
NOT-n9936: 2587.15 ps
NAND-n9937: 2146.83 ps
NAND-n9938: 2146.83 ps
NAND-n9939: 2241.82 ps
NOT-n9940: 2169.68 ps
NAND-n9941: 2262.86 ps
AND-n9942: 2102.74 ps
NAND-n9943: 2651.73 ps
NAND-n9944: 2102.74 ps
NAND-n9945: 2242.04 ps
NOT-n9946: 2559.32 ps
NAND-n9947: 2132.79 ps
NAND-n9948: 2132.79 ps
NAND-n9949: 2189.98 ps
NOT-n9950: 2132.79 ps
NAND-n9951: 2214.72 ps
NAND-n9952: 2214.72 ps
NAND-n9953: 2068.94 ps
AND-n9954: 2068.94 ps
NAND-n9955: 2599.42 ps
NAND-n9956: 2068.94 ps
NAND-n9957: 2301.27 ps
NOT-n9958: 2573.16 ps
NAND-n9959: 2128.46 ps
NAND-n9960: 2128.46 ps
AND-n9961: 2162.75 ps
NOT-n9962: 2128.46 ps
NAND-n9963: 2186.96 ps
AND-n9964: 2186.96 ps
NAND-n9965: 2031.79 ps
AND-n9966: 2031.79 ps
NAND-n9967: 2620.68 ps
NAND-n9968: 2031.79 ps
NAND-n9969: 2207.38 ps
NOT-n9970: 2540.88 ps
NAND-n9971: 2082.79 ps
NAND-n9972: 2082.79 ps
NAND-n9973: 2150.78 ps
NOT-n9974: 2082.79 ps
NAND-n9975: 2175.52 ps
NAND-n9976: 2175.52 ps
NAND-n9977: 1994.64 ps
AND-n9978: 1994.64 ps
NAND-n9979: 2640.15 ps
NAND-n9980: 1994.64 ps
NAND-n9981: 2217.32 ps
NOT-n9982: 2524.51 ps
NAND-n9983: 2018.49 ps
NAND-n9984: 2018.49 ps
NAND-n9985: 2099.59 ps
NOT-n9986: 2041.33 ps
NAND-n9987: 2120.65 ps
AND-n9988: 1954.14 ps
NAND-n9989: 2650.02 ps
NAND-n9990: 1954.14 ps
NAND-n9991: 2147.51 ps
NOT-n9992: 2374.61 ps
NAND-n9993: 1978.79 ps
NAND-n9994: 1978.79 ps
AND-n9995: 2072.37 ps
NOT-n9996: 2001.64 ps
AND-n9997: 2092.90 ps
AND-n9998: 1916.99 ps
NAND-n9999: 2790.43 ps
NAND-n10000: 1916.99 ps
NAND-n10001: 2081.34 ps
NOT-n10002: 2311.43 ps
NAND-n10003: 1933.44 ps
NAND-n10004: 1933.44 ps
AND-n10005: 2070.05 ps
NOT-n10006: 1956.28 ps
AND-n10007: 2090.58 ps
AND-n10008: 1879.84 ps
NAND-n10009: 2784.93 ps
NAND-n10010: 1879.84 ps
NAND-n10011: 2024.74 ps
NOT-n10012: 2311.25 ps
NAND-n10013: 1887.74 ps
NAND-n10014: 1887.74 ps
NAND-n10015: 2111.40 ps
NOT-n10016: 1910.58 ps
NAND-n10017: 2132.44 ps
AND-n10018: 1842.69 ps
NAND-n10019: 2790.43 ps
NAND-n10020: 1842.69 ps
NAND-n10021: 2002.09 ps
NOT-n10022: 2292.58 ps
NAND-n10023: 1873.70 ps
NAND-n10024: 1873.70 ps
NAND-n10025: 2071.38 ps
NOT-n10026: 1873.70 ps
NAND-n10027: 2096.12 ps
NAND-n10028: 2096.12 ps
NAND-n10029: 1808.89 ps
AND-n10030: 1808.89 ps
NAND-n10031: 2740.26 ps
NAND-n10032: 1808.89 ps
NAND-n10033: 1936.58 ps
NOT-n10034: 2263.47 ps
NAND-n10035: 1893.41 ps
NAND-n10036: 1893.41 ps
NAND-n10037: 2020.71 ps
NOT-n10038: 1893.41 ps
NAND-n10039: 2045.45 ps
NAND-n10040: 2045.45 ps
NAND-n10041: 1771.74 ps
AND-n10042: 1771.74 ps
NAND-n10043: 2769.41 ps
NAND-n10044: 1771.74 ps
NAND-n10045: 1974.84 ps
NOT-n10046: 2222.20 ps
NAND-n10047: 1853.71 ps
NAND-n10048: 1853.71 ps
NAND-n10049: 1974.92 ps
NOT-n10050: 1853.71 ps
NAND-n10051: 1999.66 ps
NAND-n10052: 1999.66 ps
NAND-n10053: 1734.59 ps
AND-n10054: 1734.59 ps
NAND-n10055: 2757.90 ps
NAND-n10056: 1734.59 ps
NAND-n10057: 1909.29 ps
NOT-n10058: 2224.16 ps
NAND-n10059: 1796.49 ps
NAND-n10060: 1796.49 ps
AND-n10061: 1947.68 ps
NOT-n10062: 1796.49 ps
NAND-n10063: 1971.89 ps
AND-n10064: 1971.89 ps
NAND-n10065: 1697.44 ps
AND-n10066: 1697.44 ps
NAND-n10067: 2755.73 ps
NAND-n10068: 1697.44 ps
NAND-n10069: 1914.64 ps
NOT-n10070: 2185.49 ps
NAND-n10071: 1782.77 ps
NAND-n10072: 1782.77 ps
NAND-n10073: 1986.82 ps
NOT-n10074: 1782.77 ps
NAND-n10075: 2011.55 ps
NAND-n10076: 2011.55 ps
NAND-n10077: 1660.29 ps
AND-n10078: 1660.29 ps
NAND-n10079: 2749.98 ps
NAND-n10080: 1660.29 ps
AND-n10081: 1973.03 ps
NOT-n10082: 2281.55 ps
NAND-n10083: 1763.24 ps
NAND-n10084: 1763.24 ps
NAND-n10085: 1975.27 ps
NOT-n10086: 1763.24 ps
NAND-n10087: 2000.01 ps
NAND-n10088: 2000.01 ps
NAND-n10089: 1623.14 ps
AND-n10090: 1623.14 ps
NAND-n10091: 2746.02 ps
NAND-n10092: 1623.14 ps
NOT-n10093: 2810.28 ps
NAND-n10094: 1774.40 ps
NAND-n10095: 1774.40 ps
NAND-n10096: 1941.50 ps
NOT-n10097: 1774.40 ps
NAND-n10098: 1966.23 ps
NAND-n10099: 1966.23 ps
NAND-n10100: 1585.99 ps
AND-n10101: 1585.99 ps
NAND-n10102: 2790.36 ps
NAND-n10103: 1585.99 ps
NOT-n10104: 2807.64 ps
NAND-n10105: 1572.58 ps
AND-n10106: 1572.58 ps
NAND-n10107: 2880.35 ps
NAND-n10108: 1572.58 ps
NAND-n10109: 2834.68 ps
NAND-n10110: 2208.80 ps
NOT-n10111: 2889.71 ps
NAND-n10112: 2760.42 ps
AND-n10113: 2725.17 ps
NAND-n10114: 2801.00 ps
NAND-n10115: 2760.42 ps
AND-n10116: 2725.17 ps
NAND-n10117: 2760.42 ps
NAND-n10118: 2766.84 ps
NAND-n10119: 2766.84 ps
NAND-n10120: 3155.77 ps
NAND-n10121: 2766.84 ps
NOT-n10122: 2644.09 ps
NAND-n10123: 2788.41 ps
NAND-n10124: 2753.16 ps
NAND-n10125: 2801.00 ps
NAND-n10126: 2788.41 ps
NAND-n10127: 2753.16 ps
NAND-n10128: 2788.41 ps
NAND-n10129: 2794.82 ps
NAND-n10130: 2794.82 ps
NAND-n10131: 3155.77 ps
NAND-n10132: 2794.82 ps
NAND-n10133: 2799.97 ps
AND-n10134: 2764.71 ps
NAND-n10135: 2801.00 ps
NAND-n10136: 2799.97 ps
AND-n10137: 2764.71 ps
NAND-n10138: 2799.97 ps
NAND-n10139: 2806.38 ps
NAND-n10140: 2806.38 ps
NAND-n10141: 3155.77 ps
NAND-n10142: 2806.38 ps
NAND-n10143: 2799.94 ps
NAND-n10144: 2792.70 ps
NAND-n10145: 2799.94 ps
NAND-n10146: 2799.94 ps
NAND-n10147: 2792.70 ps
NAND-n10148: 2799.94 ps
NAND-n10149: 2834.37 ps
NAND-n10150: 2834.37 ps
NAND-n10151: 3155.77 ps
NAND-n10152: 2834.37 ps
NAND-n10153: 2799.94 ps
NAND-n10154: 2844.19 ps
NAND-n10155: 2799.94 ps
NAND-n10156: 2799.94 ps
NAND-n10157: 2844.19 ps
NAND-n10158: 2799.94 ps
NAND-n10159: 2885.85 ps
NAND-n10160: 2885.85 ps
NAND-n10161: 3155.77 ps
NAND-n10162: 2885.85 ps
NAND-n10163: 2799.94 ps
NAND-n10164: 2883.88 ps
NAND-n10165: 2799.94 ps
NAND-n10166: 2799.94 ps
NAND-n10167: 2883.88 ps
NAND-n10168: 2799.94 ps
NAND-n10169: 2925.55 ps
NAND-n10170: 2925.55 ps
NAND-n10171: 3155.77 ps
NAND-n10172: 2925.55 ps
NAND-n10173: 2799.94 ps
AND-n10174: 2849.92 ps
NAND-n10175: 2799.94 ps
NAND-n10176: 2799.94 ps
AND-n10177: 2849.92 ps
NAND-n10178: 2799.94 ps
NAND-n10179: 2891.59 ps
NAND-n10180: 2891.59 ps
NAND-n10181: 3155.77 ps
NAND-n10182: 2891.59 ps
NAND-n10183: 2799.94 ps
NAND-n10184: 2877.91 ps
NAND-n10185: 2799.94 ps
NAND-n10186: 2799.94 ps
NAND-n10187: 2877.91 ps
NAND-n10188: 2799.94 ps
NAND-n10189: 2919.58 ps
NAND-n10190: 2919.58 ps
NAND-n10191: 3155.77 ps
NAND-n10192: 2919.58 ps
NAND-n10193: 2799.94 ps
NAND-n10194: 2923.59 ps
NAND-n10195: 2799.94 ps
NAND-n10196: 2799.94 ps
NAND-n10197: 2923.59 ps
NAND-n10198: 2799.94 ps
NAND-n10199: 2965.26 ps
NAND-n10200: 2965.26 ps
NAND-n10201: 3155.77 ps
NAND-n10202: 2965.26 ps
NAND-n10203: 2799.94 ps
AND-n10204: 2895.28 ps
NAND-n10205: 2799.94 ps
NAND-n10206: 2799.94 ps
AND-n10207: 2895.28 ps
NAND-n10208: 2799.94 ps
NAND-n10209: 2936.95 ps
NAND-n10210: 2936.95 ps
NAND-n10211: 3155.77 ps
NAND-n10212: 2936.95 ps
NAND-n10213: 2799.94 ps
NAND-n10214: 2923.27 ps
NAND-n10215: 2799.94 ps
NAND-n10216: 2799.94 ps
NAND-n10217: 2923.27 ps
NAND-n10218: 2799.94 ps
NAND-n10219: 2964.93 ps
NAND-n10220: 2964.93 ps
NAND-n10221: 3155.77 ps
NAND-n10222: 2964.93 ps
NAND-n10223: 2799.94 ps
NAND-n10224: 2968.95 ps
NAND-n10225: 2799.94 ps
NAND-n10226: 2799.94 ps
NAND-n10227: 2968.95 ps
NAND-n10228: 2799.94 ps
NAND-n10229: 3009.51 ps
NAND-n10230: 3009.51 ps
NAND-n10231: 3154.66 ps
NAND-n10232: 3009.51 ps
NAND-n10233: 2799.94 ps
AND-n10234: 2980.18 ps
NAND-n10235: 2799.94 ps
NAND-n10236: 2799.94 ps
AND-n10237: 2980.18 ps
NAND-n10238: 2799.94 ps
NAND-n10239: 3020.74 ps
NAND-n10240: 3020.74 ps
NAND-n10241: 3154.66 ps
NAND-n10242: 3020.74 ps
NAND-n10243: 2766.98 ps
NAND-n10244: 3004.34 ps
NAND-n10245: 2766.98 ps
NAND-n10246: 2766.98 ps
NAND-n10247: 3004.34 ps
NAND-n10248: 2766.98 ps
NAND-n10249: 3021.08 ps
NAND-n10250: 3021.08 ps
NAND-n10251: 3127.01 ps
NAND-n10252: 3021.08 ps
NAND-n10253: 2766.98 ps
AND-n10254: 3007.81 ps
NAND-n10255: 2766.98 ps
NAND-n10256: 2766.98 ps
AND-n10257: 3007.81 ps
NAND-n10258: 2766.98 ps
NAND-n10259: 3024.55 ps
NAND-n10260: 3024.55 ps
NAND-n10261: 3127.01 ps
NAND-n10262: 3024.55 ps
NAND-n10263: 2766.98 ps
NAND-n10264: 3035.80 ps
NAND-n10265: 2766.98 ps
NAND-n10266: 2766.98 ps
NAND-n10267: 3035.80 ps
NAND-n10268: 2766.98 ps
NAND-n10269: 3052.53 ps
NAND-n10270: 3052.53 ps
NAND-n10271: 3127.01 ps
NAND-n10272: 3052.53 ps
NAND-n10273: 2766.98 ps
NAND-n10274: 3047.72 ps
NAND-n10275: 2766.98 ps
NAND-n10276: 2766.98 ps
NAND-n10277: 3047.72 ps
NAND-n10278: 2766.98 ps
NAND-n10279: 3064.46 ps
NAND-n10280: 3064.46 ps
NAND-n10281: 3127.01 ps
NAND-n10282: 3064.46 ps
NAND-n10283: 2766.98 ps
AND-n10284: 3076.34 ps
NAND-n10285: 2766.98 ps
NAND-n10286: 2766.98 ps
AND-n10287: 3076.34 ps
NAND-n10288: 2766.98 ps
NAND-n10289: 3093.07 ps
NAND-n10290: 3093.07 ps
NAND-n10291: 3127.01 ps
NAND-n10292: 3093.07 ps
NAND-n10293: 2766.98 ps
NAND-n10294: 3119.45 ps
NAND-n10295: 2766.98 ps
NAND-n10296: 2766.98 ps
NAND-n10297: 3119.45 ps
NAND-n10298: 2766.98 ps
NAND-n10299: 3111.75 ps
NAND-n10300: 3107.52 ps
NAND-n10301: 3125.95 ps
NAND-n10302: 3107.52 ps
NAND-n10303: 2766.98 ps
NAND-n10304: 3170.56 ps
NAND-n10305: 2766.98 ps
NAND-n10306: 2766.98 ps
NAND-n10307: 3170.56 ps
NAND-n10308: 2766.98 ps
NAND-n10309: 3111.75 ps
NAND-n10310: 3107.52 ps
NAND-n10311: 3125.95 ps
NAND-n10312: 3107.52 ps
NOT-n10313: 2185.49 ps
NAND-n10314: 2983.03 ps
NAND-n10315: 3185.42 ps
NAND-n10316: 1909.29 ps
NAND-n10317: 2185.49 ps
NAND-n10318: 2196.71 ps
NOT-n10319: 2643.75 ps
NAND-n10320: 2603.85 ps
NAND-n10321: 2614.00 ps
NAND-n10322: 2063.56 ps
NAND-n10323: 2675.31 ps
NAND-n10324: 2628.34 ps
AND-n10325: 1730.05 ps
NAND-n10326: 2332.18 ps
NAND-n10327: 1978.50 ps
NAND-n10328: 2433.79 ps
NAND-n10329: 2142.96 ps
NAND-n10330: 1893.44 ps
AND-n10331: 2070.03 ps
NAND-n10332: 1887.45 ps
NAND-n10333: 2747.61 ps
NAND-n10334: 2708.12 ps
NAND-n10335: 2505.01 ps
NAND-n10336: 2252.95 ps
NAND-n10337: 2394.25 ps
NAND-n10338: 1803.07 ps
AND-n10339: 1984.82 ps
NAND-n10340: 2356.46 ps
NAND-n10341: 2012.05 ps
NAND-n10342: 1757.28 ps
NAND-n10343: 2097.26 ps
AND-n10344: 1860.22 ps
NAND-n10345: 2485.30 ps
NAND-n10346: 2298.63 ps
NAND-n10347: 1780.38 ps
NAND-n10348: 1933.14 ps
AND-n10349: 2406.56 ps
NAND-n10350: 2188.32 ps
NAND-n10351: 1853.74 ps
NAND-n10352: 2103.25 ps
NAND-n10353: 1763.05 ps
AND-n10354: 2304.96 ps
NOT-n10355: 2144.50 ps
NAND-n10356: 2133.01 ps
NAND-n10357: 2133.01 ps
AND-n10358: 2302.20 ps
NOT-n10359: 2302.20 ps
NAND-n10360: 2653.50 ps
NAND-n10361: 2603.85 ps
NAND-n10362: 2521.56 ps
NOT-n10363: 2521.56 ps
NAND-n10364: 2244.27 ps
NAND-n10365: 2267.17 ps
NOT-n10366: 2457.90 ps
NOT-n10367: 2470.57 ps
NOT-n10368: 2437.71 ps
NOT-n10369: 2444.07 ps
NOT-n10370: 2465.85 ps
NOT-n10371: 2440.89 ps
NOT-n10372: 2420.38 ps
NOT-n10373: 2440.89 ps
NOT-n10374: 2473.27 ps
NOT-n10375: 2471.54 ps
NOT-n10376: 2462.02 ps
NOT-n10377: 2458.18 ps
NOT-n10378: 2439.16 ps
NOT-n10379: 2437.93 ps
NOT-n10380: 2443.50 ps
NOT-n10381: 2440.89 ps
NOT-n10382: 2447.04 ps
NOT-n10383: 2467.59 ps
NOT-n10384: 2518.89 ps
NOT-n10385: 2525.10 ps
NAND-n10386: 2200.37 ps
NAND-n10387: 2185.49 ps
NAND-n10388: 2294.81 ps
NAND-n10389: 2281.55 ps
NAND-n10390: 2729.40 ps
NAND-n10391: 2787.38 ps
NAND-n10392: 2739.80 ps
NAND-n10393: 2787.50 ps
NAND-n10394: 2462.02 ps
NAND-n10395: 2474.52 ps
NAND-n10396: 2444.07 ps
NAND-n10397: 2456.93 ps
NAND-n10398: 2465.85 ps
NAND-n10399: 2478.28 ps
NAND-n10400: 2458.18 ps
NAND-n10401: 2470.76 ps
NAND-n10402: 2538.21 ps
NAND-n10403: 2524.51 ps
NAND-n10404: 2238.83 ps
NAND-n10405: 2224.16 ps
NAND-n10406: 2467.59 ps
NAND-n10407: 2479.98 ps
NAND-n10408: 2447.04 ps
NAND-n10409: 2459.85 ps
NAND-n10410: 2440.89 ps
NAND-n10411: 2453.28 ps
NAND-n10412: 2439.16 ps
NAND-n10413: 2451.59 ps
NAND-n10414: 2420.38 ps
NAND-n10415: 2433.18 ps
NAND-n10416: 2440.89 ps
NAND-n10417: 2453.28 ps
NAND-n10418: 2437.71 ps
NAND-n10419: 2450.17 ps
NAND-n10420: 2440.89 ps
NAND-n10421: 2453.28 ps
NAND-n10422: 2518.89 ps
NAND-n10423: 2530.91 ps
NAND-n10424: 2437.93 ps
NAND-n10425: 2450.43 ps
NAND-n10426: 2470.57 ps
NAND-n10427: 2482.43 ps
NAND-n10428: 2457.90 ps
NAND-n10429: 2470.01 ps
NAND-n10430: 2443.50 ps
NAND-n10431: 2455.89 ps
NAND-n10432: 2473.27 ps
NAND-n10433: 2485.67 ps
NAND-n10434: 2471.54 ps
NAND-n10435: 2483.97 ps
NAND-n10436: 2525.10 ps
NAND-n10437: 2537.53 ps
NAND-n10438: 2306.28 ps
NAND-n10439: 2292.58 ps
NAND-n10440: 2325.44 ps
NAND-n10441: 2311.25 ps
NAND-n10442: 2389.08 ps
NAND-n10443: 2374.61 ps
NAND-n10444: 2326.60 ps
NAND-n10445: 2311.43 ps
NAND-n10446: 2277.75 ps
NAND-n10447: 2263.47 ps
NAND-n10448: 2236.58 ps
NAND-n10449: 2222.20 ps
NAND-n10450: 2681.77 ps
NAND-n10451: 2663.81 ps
NAND-n10452: 2669.70 ps
NOT-n10453: 2669.70 ps
NAND-n10454: 2720.61 ps
NAND-n10455: 2680.94 ps
AND-n10456: 2706.69 ps
NAND-n10457: 2057.54 ps
NAND-n10458: 2738.18 ps
NAND-n10459: 2720.61 ps
NAND-n10460: 2122.27 ps
NOT-n10461: 3342.23 ps
NOT-n10462: 2706.69 ps
NAND-n10463: 2724.69 ps
NAND-n10464: 2706.69 ps
NAND-n10465: 2152.08 ps
NOT-n10466: 2057.54 ps
NOT-n10467: 3357.55 ps
NAND-n10468: 2175.00 ps
NAND-n10469: 2057.54 ps
NAND-n10470: 2709.39 ps
NOT-n10471: 2709.39 ps
NAND-n10472: 2757.76 ps
NAND-n10473: 2720.64 ps
AND-n10474: 2743.84 ps
NAND-n10475: 2057.54 ps
NAND-n10476: 2775.33 ps
NAND-n10477: 2757.76 ps
NAND-n10478: 2119.73 ps
NOT-n10479: 3342.23 ps
NOT-n10480: 2743.84 ps
AND-n10481: 2747.48 ps
NOT-n10482: 2253.96 ps
NOT-n10483: 2412.76 ps
AND-n10484: 2976.75 ps
NOT-n10485: 2841.95 ps
NAND-n10486: 2394.90 ps
AND-n10487: 2043.02 ps
AND-n10488: 2043.02 ps
AND-n10489: 2043.02 ps
AND-n10490: 3028.82 ps
NOT-n10491: 1811.98 ps
NAND-n10492: 1702.44 ps
AND-n10493: 2912.59 ps
NAND-n10494: 1811.98 ps
AND-n10495: 1862.52 ps
NAND-n10496: 1839.61 ps
NAND-n10497: 1848.26 ps
AND-n10498: 1848.26 ps
NOT-n10499: 1848.26 ps
AND-n10500: 1839.61 ps
NOT-n10501: 1839.61 ps
AND-n10502: 1839.61 ps
AND-n10503: 2389.76 ps
AND-n10504: 2389.76 ps
AND-n10505: 2822.14 ps
NOT-n10506: 1991.56 ps
AND-n10507: 2538.61 ps
AND-n10508: 2844.48 ps
NAND-n10509: 2538.61 ps
AND-n10510: 3167.53 ps
NAND-n10511: 3161.54 ps
AND-n10512: 2043.02 ps
NOT-n10513: 2781.16 ps
NOT-n10514: 2043.02 ps
AND-n10515: 2043.02 ps
NAND-n10516: 2758.25 ps
AND-n10517: 2839.67 ps
NOT-n10518: 2839.67 ps
NAND-n10519: 2017.64 ps
AND-n10520: 2841.95 ps
AND-n10521: 2052.97 ps
AND-n10522: 2854.12 ps
AND-n10523: 2052.97 ps
NOT-n10524: 2773.85 ps
AND-n10525: 2758.25 ps
NAND-n10526: 2758.25 ps
AND-n10527: 2538.61 ps
AND-n10528: 2758.25 ps
NOT-n10529: 1702.44 ps
AND-n10530: 2538.61 ps
AND-n10531: 2758.25 ps
AND-n10532: 2538.61 ps
AND-n10533: 2590.05 ps
AND-n10534: 2766.01 ps
AND-n10535: 2420.85 ps
NAND-n10536: 2420.85 ps
AND-n10537: 2403.02 ps
NAND-n10538: 2403.02 ps
NOT-n10539: 2394.90 ps
NAND-n10540: 2389.76 ps
AND-n10541: 2244.49 ps
AND-n10542: 2340.72 ps
AND-n10543: 2639.81 ps
NAND-n10544: 2639.81 ps
NAND-n10545: 2035.97 ps
NAND-n10546: 2234.78 ps
NAND-n10547: 2243.42 ps
NAND-n10548: 2234.78 ps
NAND-n10549: 2035.97 ps
NAND-n10550: 1996.95 ps
NAND-n10551: 2226.89 ps
NAND-n10552: 2235.53 ps
NAND-n10553: 2226.89 ps
NAND-n10554: 1996.95 ps
NAND-n10555: 2116.95 ps
NAND-n10556: 2311.57 ps
NAND-n10557: 2311.57 ps
NAND-n10558: 2320.21 ps
NAND-n10559: 2116.95 ps
NAND-n10560: 1875.86 ps
NAND-n10561: 1875.86 ps
NAND-n10562: 1884.51 ps
NAND-n10563: 1875.86 ps
NAND-n10564: 2093.59 ps
NAND-n10565: 2251.91 ps
NAND-n10566: 2260.56 ps
NAND-n10567: 2251.91 ps
NAND-n10568: 2093.59 ps
NAND-n10569: 2145.90 ps
NAND-n10570: 2267.07 ps
NAND-n10571: 2275.71 ps
NAND-n10572: 2267.07 ps
NAND-n10573: 2145.90 ps
NAND-n10574: 1895.56 ps
NAND-n10575: 1895.56 ps
NAND-n10576: 1904.20 ps
NAND-n10577: 1895.56 ps
NAND-n10578: 1908.21 ps
NAND-n10579: 1931.12 ps
NAND-n10580: 1908.21 ps
NAND-n10581: 1908.21 ps
NAND-n10582: 1916.85 ps
NAND-n10583: 2231.36 ps
NAND-n10584: 2241.10 ps
NAND-n10585: 2249.74 ps
NAND-n10586: 2241.10 ps
NAND-n10587: 2231.36 ps
NAND-n10588: 1983.39 ps
NAND-n10589: 2006.29 ps
NAND-n10590: 1983.39 ps
NAND-n10591: 1983.39 ps
NAND-n10592: 1992.03 ps
NAND-n10593: 1982.30 ps
NAND-n10594: 2005.21 ps
NAND-n10595: 1982.30 ps
NAND-n10596: 1982.30 ps
NAND-n10597: 1990.94 ps
NAND-n10598: 1891.82 ps
NAND-n10599: 1914.73 ps
NAND-n10600: 1891.82 ps
NAND-n10601: 1891.82 ps
NAND-n10602: 1900.46 ps
NAND-n10603: 2179.59 ps
NAND-n10604: 2263.59 ps
NAND-n10605: 2272.23 ps
NAND-n10606: 2263.59 ps
NAND-n10607: 2179.59 ps
