Circuit delay: 1352.10 ps

Gate slacks:
NAND-n2737: 1174.27 ps
NOT-n2738: 1174.27 ps
NOT-n2739: 831.56 ps
NAND-n2740: 1174.27 ps
NOT-n2741: 1409.81 ps
NAND-n2742: 831.56 ps
OR-n2743: 1346.37 ps
NOT-n2744: 1345.18 ps
NAND-n2745: 1348.50 ps
NAND-n2746: 1345.18 ps
OR-n2747: 1353.56 ps
NOT-n2748: 875.64 ps
OR-n2749: 162.46 ps
NAND-n2750: 162.46 ps
NAND-n2751: 135.21 ps
NAND-n2752: 142.82 ps
NAND-n2753: 156.31 ps
NAND-n2754: 148.18 ps
AND-n2755: 256.54 ps
AND-n2756: 265.32 ps
AND-n2757: 251.44 ps
AND-n2758: 251.44 ps
AND-n2759: 218.51 ps
AND-n2760: 289.06 ps
AND-n2761: 297.83 ps
AND-n2762: 283.91 ps
AND-n2763: 283.91 ps
AND-n2764: 250.97 ps
NAND-n2765: 276.50 ps
AND-n2766: 188.75 ps
AND-n2767: 197.52 ps
AND-n2768: 183.66 ps
AND-n2769: 183.66 ps
AND-n2770: 150.72 ps
NAND-n2771: 831.56 ps
NAND-n2772: 831.56 ps
NAND-n2773: 831.56 ps
AND-n2774: 325.41 ps
AND-n2775: 334.18 ps
AND-n2776: 320.26 ps
AND-n2777: 320.26 ps
AND-n2778: 287.32 ps
AND-n2779: 249.60 ps
AND-n2780: 258.38 ps
AND-n2781: 244.48 ps
AND-n2782: 244.48 ps
AND-n2783: 211.55 ps
NAND-n2784: 481.06 ps
NOT-n2785: 211.55 ps
AND-n2786: 300.08 ps
AND-n2787: 308.86 ps
AND-n2788: 294.90 ps
AND-n2789: 294.90 ps
AND-n2790: 261.96 ps
NAND-n2791: 605.69 ps
AND-n2792: 650.05 ps
NAND-n2793: 239.69 ps
NAND-n2794: 166.11 ps
NAND-n2795: 150.72 ps
NAND-n2796: 253.46 ps
NAND-n2797: 218.51 ps
NAND-n2798: 166.11 ps
NAND-n2799: 211.55 ps
NAND-n2800: 237.67 ps
AND-n2801: 237.67 ps
NAND-n2802: 150.72 ps
NAND-n2803: 690.05 ps
NAND-n2804: 605.69 ps
NOR-n2805: 164.83 ps
NAND-n2806: 150.72 ps
NAND-n2807: 150.72 ps
NAND-n2808: 150.72 ps
OR-n2809: 1010.48 ps
NAND-n2810: 875.64 ps
OR-n2811: 956.56 ps
NAND-n2812: 1071.42 ps
NOT-n2813: 1071.42 ps
NAND-n2814: 1054.97 ps
NAND-n2815: 1058.71 ps
NOT-n2816: 899.08 ps
NAND-n2817: 808.08 ps
NAND-n2818: 808.08 ps
NOT-n2819: 808.08 ps
NAND-n2820: 1216.29 ps
NOT-n2821: 808.08 ps
OR-n2822: 905.61 ps
NAND-n2823: 1039.15 ps
NOT-n2824: 905.61 ps
NAND-n2825: 869.12 ps
NAND-n2826: 899.08 ps
NAND-n2827: 869.12 ps
NAND-n2828: 869.12 ps
NAND-n2829: 808.08 ps
NAND-n2830: 842.48 ps
NAND-n2831: 903.75 ps
NAND-n2832: 903.75 ps
NAND-n2833: 808.08 ps
NAND-n2834: 869.12 ps
NAND-n2835: 937.86 ps
NAND-n2836: 903.75 ps
NAND-n2837: 965.81 ps
NAND-n2838: 954.79 ps
NAND-n2839: 866.54 ps
AND-n2840: 970.20 ps
NAND-n2841: 808.08 ps
NAND-n2842: 866.54 ps
NAND-n2843: 975.63 ps
NAND-n2844: 1132.93 ps
NAND-n2845: 1218.20 ps
NOT-n2846: 1183.78 ps
NAND-n2847: 969.70 ps
NAND-n2848: 866.54 ps
AND-n2849: 933.54 ps
NAND-n2850: 866.54 ps
NAND-n2851: 975.63 ps
NAND-n2852: 1132.93 ps
NAND-n2853: 1253.97 ps
NOT-n2854: 1219.54 ps
NAND-n2855: 954.79 ps
NAND-n2856: 866.54 ps
AND-n2857: 954.81 ps
NAND-n2858: 866.54 ps
NAND-n2859: 975.63 ps
NAND-n2860: 1132.93 ps
NAND-n2861: 1261.41 ps
NAND-n2862: 866.54 ps
AND-n2863: 933.54 ps
NAND-n2864: 866.54 ps
NAND-n2865: 975.63 ps
NAND-n2866: 1251.64 ps
NAND-n2867: 856.78 ps
NAND-n2868: 866.54 ps
AND-n2869: 940.96 ps
NAND-n2870: 866.54 ps
NAND-n2871: 975.42 ps
NAND-n2872: 1132.93 ps
NAND-n2873: 1218.20 ps
NAND-n2874: 866.54 ps
AND-n2875: 903.75 ps
NAND-n2876: 866.54 ps
NAND-n2877: 975.42 ps
NAND-n2878: 1132.93 ps
NAND-n2879: 1251.64 ps
NAND-n2880: 866.54 ps
AND-n2881: 940.96 ps
NAND-n2882: 866.54 ps
NAND-n2883: 975.42 ps
NAND-n2884: 1132.93 ps
NAND-n2885: 1257.15 ps
NAND-n2886: 866.54 ps
AND-n2887: 903.75 ps
NAND-n2888: 866.54 ps
NAND-n2889: 975.42 ps
NAND-n2890: 808.08 ps
AND-n2891: 856.78 ps
NAND-n2892: 808.08 ps
AND-n2893: 965.81 ps
NOT-n2894: 808.08 ps
NAND-n2895: 808.08 ps
NAND-n2896: 1218.20 ps
NAND-n2897: 814.33 ps
AND-n2898: 934.56 ps
NAND-n2899: 814.33 ps
NAND-n2900: 964.89 ps
NAND-n2901: 1119.31 ps
NAND-n2902: 1219.54 ps
NAND-n2903: 846.04 ps
AND-n2904: 987.55 ps
NAND-n2905: 1075.13 ps
NAND-n2906: 1261.40 ps
NAND-n2907: 814.33 ps
AND-n2908: 934.56 ps
NAND-n2909: 814.33 ps
NAND-n2910: 964.89 ps
NAND-n2911: 1221.10 ps
NAND-n2912: 846.04 ps
AND-n2913: 973.70 ps
NAND-n2914: 1075.13 ps
NAND-n2915: 1183.78 ps
NAND-n2916: 846.04 ps
AND-n2917: 936.48 ps
NAND-n2918: 1075.13 ps
NAND-n2919: 1219.54 ps
NAND-n2920: 846.04 ps
AND-n2921: 973.70 ps
NAND-n2922: 1075.13 ps
NAND-n2923: 1261.40 ps
NAND-n2924: 846.04 ps
AND-n2925: 936.48 ps
NAND-n2926: 449.00 ps
NAND-n2927: 261.96 ps
NOT-n2928: 745.43 ps
NOR-n2929: 577.31 ps
NOT-n2930: 759.21 ps
NOR-n2931: 596.87 ps
NOT-n2932: 804.38 ps
NOR-n2933: 651.15 ps
NOT-n2934: 750.29 ps
NOR-n2935: 598.11 ps
NOT-n2936: 756.83 ps
NOR-n2937: 608.62 ps
NOT-n2938: 793.23 ps
NOR-n2939: 640.88 ps
NAND-n2940: 350.46 ps
AND-n2941: 286.92 ps
AND-n2942: 295.70 ps
AND-n2943: 281.83 ps
AND-n2944: 281.83 ps
AND-n2945: 248.90 ps
NAND-n2946: 437.83 ps
AND-n2947: 508.45 ps
NAND-n2948: 150.72 ps
NAND-n2949: 356.66 ps
NAND-n2950: 150.72 ps
AND-n2951: 166.78 ps
NAND-n2952: 395.48 ps
NAND-n2953: 350.46 ps
NAND-n2954: 505.39 ps
NOT-n2955: 350.46 ps
NAND-n2956: 1020.43 ps
NAND-n2957: 1020.43 ps
NAND-n2958: 135.21 ps
NAND-n2959: 135.21 ps
NAND-n2960: 188.77 ps
NAND-n2961: 410.35 ps
AND-n2962: 410.35 ps
NAND-n2963: 350.29 ps
NOT-n2964: 449.00 ps
NAND-n2965: 150.72 ps
NAND-n2966: 370.07 ps
NAND-n2967: 402.86 ps
NAND-n2968: 402.86 ps
NOT-n2969: 1192.35 ps
OR-n2970: 1154.80 ps
NAND-n2971: 1154.80 ps
NAND-n2972: 1266.16 ps
NAND-n2973: 1154.80 ps
NAND-n2974: 1010.48 ps
NAND-n2975: 562.71 ps
NOT-n2976: 831.56 ps
NAND-n2977: 506.61 ps
NOT-n2978: 797.36 ps
NOR-n2979: 681.62 ps
NOT-n2980: 778.68 ps
NOR-n2981: 644.67 ps
NAND-n2982: 905.61 ps
NOT-n2983: 1382.56 ps
NAND-n2984: 594.28 ps
NAND-n2985: 432.56 ps
AND-n2986: 432.56 ps
NAND-n2987: 350.46 ps
NOT-n2988: 350.46 ps
NAND-n2989: 350.46 ps
AND-n2990: 497.13 ps
AND-n2991: 410.97 ps
NAND-n2992: 583.54 ps
NAND-n2993: 905.61 ps
NAND-n2994: 434.48 ps
NAND-n2995: 353.15 ps
NAND-n2996: 1010.48 ps
NAND-n2997: 269.80 ps
NAND-n2998: 277.68 ps
NAND-n2999: 277.68 ps
NAND-n3000: 1142.62 ps
NAND-n3001: 380.65 ps
NAND-n3002: 197.89 ps
NAND-n3003: 197.89 ps
NAND-n3004: 336.02 ps
NAND-n3005: 336.02 ps
NAND-n3006: 218.51 ps
NAND-n3007: 301.28 ps
NAND-n3008: 218.51 ps
NAND-n3009: 166.11 ps
NAND-n3010: 237.67 ps
NAND-n3011: 166.11 ps
NOT-n3012: 1193.79 ps
AND-n3013: 905.61 ps
NAND-n3014: 175.26 ps
NAND-n3015: 1239.32 ps
AND-n3016: 1239.32 ps
AND-n3017: 1257.52 ps
AND-n3018: 1257.52 ps
AND-n3019: 1257.52 ps
AND-n3020: 690.05 ps
NOT-n3021: 1435.71 ps
NOT-n3022: 1435.71 ps
NAND-n3023: 1091.46 ps
NAND-n3024: 729.61 ps
NAND-n3025: 735.68 ps
NAND-n3026: 877.34 ps
NAND-n3027: 911.17 ps
NAND-n3028: 938.63 ps
NAND-n3029: 899.23 ps
NAND-n3030: 946.78 ps
NAND-n3031: 903.75 ps
NAND-n3032: 1139.04 ps
NAND-n3033: 1119.42 ps
NAND-n3034: 729.61 ps
NAND-n3035: 740.85 ps
NAND-n3036: 1350.98 ps
NAND-n3037: 1412.28 ps
NAND-n3038: 1350.98 ps
NAND-n3039: 1412.28 ps
NAND-n3040: 1350.98 ps
NAND-n3041: 1412.28 ps
NAND-n3042: 1350.98 ps
NAND-n3043: 1412.28 ps
NAND-n3044: 1216.80 ps
NAND-n3045: 1216.80 ps
OR-n3046: 1280.30 ps
AND-n3047: 1388.47 ps
NOT-n3048: 1405.07 ps
NAND-n3049: 1332.99 ps
NAND-n3050: 1216.80 ps
NAND-n3051: 1216.80 ps
NAND-n3052: 1332.99 ps
NAND-n3053: 177.49 ps
NAND-n3054: 194.72 ps
AND-n3055: 792.12 ps
AND-n3056: 1295.20 ps
NAND-n3057: 446.11 ps
NAND-n3058: 481.33 ps
NAND-n3059: 450.50 ps
NAND-n3060: 446.11 ps
NAND-n3061: 1164.60 ps
NAND-n3062: 1181.67 ps
NAND-n3063: 1164.60 ps
NAND-n3064: 1154.80 ps
NAND-n3065: 1154.80 ps
NAND-n3066: 1176.17 ps
NAND-n3067: 450.50 ps
NAND-n3068: 446.11 ps
NAND-n3069: 450.50 ps
NAND-n3070: 446.11 ps
NAND-n3071: 458.75 ps
NAND-n3072: 446.11 ps
NOR-n3073: 1421.67 ps
NAND-n3074: 1245.61 ps
NAND-n3075: 1284.12 ps
NAND-n3076: 1245.61 ps
NAND-n3077: 1284.12 ps
NAND-n3078: 1412.28 ps
NAND-n3079: 1350.98 ps
NAND-n3080: 794.19 ps
NAND-n3081: 570.78 ps
NAND-n3082: 555.41 ps
NAND-n3083: 544.21 ps
NAND-n3084: 1350.98 ps
NAND-n3085: 1412.28 ps
NAND-n3086: 549.67 ps
NAND-n3087: 532.46 ps
NAND-n3088: 549.67 ps
NAND-n3089: 532.46 ps
NAND-n3090: 1199.25 ps
NAND-n3091: 1199.25 ps
NAND-n3092: 1247.52 ps
NAND-n3093: 1154.80 ps
NAND-n3094: 1154.80 ps
NAND-n3095: 1220.28 ps
NAND-n3096: 1164.60 ps
NAND-n3097: 1164.60 ps
NAND-n3098: 1220.26 ps
AND-n3099: 496.60 ps
NAND-n3100: 1026.54 ps
NAND-n3101: 206.52 ps
NAND-n3102: 206.52 ps
NAND-n3103: 242.36 ps
NAND-n3104: 154.36 ps
NAND-n3105: 154.36 ps
NAND-n3106: 177.97 ps
NAND-n3107: 154.36 ps
NAND-n3108: 154.36 ps
NAND-n3109: 177.97 ps
NAND-n3110: 167.75 ps
NAND-n3111: 167.75 ps
NAND-n3112: 191.35 ps
NAND-n3113: 150.72 ps
NAND-n3114: 150.72 ps
NAND-n3115: 166.11 ps
AND-n3116: 1310.33 ps
NAND-n3117: 1310.33 ps
NAND-n3118: 1310.33 ps
NAND-n3119: 1325.57 ps
AND-n3120: 1405.87 ps
NAND-n3121: 211.55 ps
NAND-n3122: 244.48 ps
NAND-n3123: 253.23 ps
NAND-n3124: 223.28 ps
NAND-n3125: 249.65 ps
NAND-n3126: 244.48 ps
NAND-n3127: 253.23 ps
NAND-n3128: 261.13 ps
NAND-n3129: 258.38 ps
NAND-n3130: 262.46 ps
NAND-n3131: 250.73 ps
NAND-n3132: 249.60 ps
NAND-n3133: 253.96 ps
NAND-n3134: 244.48 ps
NAND-n3135: 253.23 ps
NAND-n3136: 264.34 ps
NAND-n3137: 150.72 ps
NAND-n3138: 183.66 ps
NAND-n3139: 192.41 ps
NAND-n3140: 162.46 ps
NAND-n3141: 188.83 ps
NAND-n3142: 183.66 ps
NAND-n3143: 192.41 ps
NAND-n3144: 200.30 ps
NAND-n3145: 197.52 ps
NAND-n3146: 201.60 ps
NAND-n3147: 189.87 ps
NAND-n3148: 188.75 ps
NAND-n3149: 193.13 ps
NAND-n3150: 183.66 ps
NAND-n3151: 192.41 ps
NAND-n3152: 203.52 ps
NAND-n3153: 250.97 ps
NAND-n3154: 283.91 ps
NAND-n3155: 292.65 ps
NAND-n3156: 262.70 ps
NAND-n3157: 289.08 ps
NAND-n3158: 283.91 ps
NAND-n3159: 292.65 ps
NAND-n3160: 300.55 ps
NAND-n3161: 297.83 ps
NAND-n3162: 301.91 ps
NAND-n3163: 290.18 ps
NAND-n3164: 289.06 ps
NAND-n3165: 293.38 ps
NAND-n3166: 283.91 ps
NAND-n3167: 292.65 ps
NAND-n3168: 303.77 ps
NAND-n3169: 287.32 ps
NAND-n3170: 320.26 ps
NAND-n3171: 329.01 ps
NAND-n3172: 299.06 ps
NAND-n3173: 325.43 ps
NAND-n3174: 320.26 ps
NAND-n3175: 329.01 ps
NAND-n3176: 336.90 ps
NAND-n3177: 334.18 ps
NAND-n3178: 338.26 ps
NAND-n3179: 326.53 ps
NAND-n3180: 325.41 ps
NAND-n3181: 329.73 ps
NAND-n3182: 320.26 ps
NAND-n3183: 329.01 ps
NAND-n3184: 340.12 ps
NAND-n3185: 248.90 ps
NAND-n3186: 281.83 ps
NAND-n3187: 290.58 ps
NAND-n3188: 260.63 ps
NAND-n3189: 287.00 ps
NAND-n3190: 281.83 ps
NAND-n3191: 290.58 ps
NAND-n3192: 298.48 ps
NAND-n3193: 295.70 ps
NAND-n3194: 299.78 ps
NAND-n3195: 288.05 ps
NAND-n3196: 286.92 ps
NAND-n3197: 291.31 ps
NAND-n3198: 281.83 ps
NAND-n3199: 290.58 ps
NAND-n3200: 301.69 ps
NAND-n3201: 218.51 ps
NAND-n3202: 251.44 ps
NAND-n3203: 260.19 ps
NAND-n3204: 230.24 ps
NAND-n3205: 256.62 ps
NAND-n3206: 251.44 ps
NAND-n3207: 260.19 ps
NAND-n3208: 268.09 ps
NAND-n3209: 265.32 ps
NAND-n3210: 269.40 ps
NAND-n3211: 257.66 ps
NAND-n3212: 256.54 ps
NAND-n3213: 260.92 ps
NAND-n3214: 251.44 ps
NAND-n3215: 260.19 ps
NAND-n3216: 271.31 ps
NAND-n3217: 239.03 ps
NAND-n3218: 271.97 ps
NAND-n3219: 280.72 ps
NAND-n3220: 250.77 ps
NAND-n3221: 277.14 ps
NAND-n3222: 271.97 ps
NAND-n3223: 280.72 ps
NAND-n3224: 288.62 ps
NAND-n3225: 285.92 ps
NAND-n3226: 290.00 ps
NAND-n3227: 278.26 ps
NAND-n3228: 277.14 ps
NAND-n3229: 281.44 ps
NAND-n3230: 271.97 ps
NAND-n3231: 280.72 ps
NAND-n3232: 291.83 ps
NAND-n3233: 261.96 ps
NAND-n3234: 294.90 ps
NAND-n3235: 303.65 ps
NAND-n3236: 273.70 ps
NAND-n3237: 300.07 ps
NAND-n3238: 294.90 ps
NAND-n3239: 303.65 ps
NAND-n3240: 311.54 ps
NAND-n3241: 308.86 ps
NAND-n3242: 312.94 ps
NAND-n3243: 301.21 ps
NAND-n3244: 300.08 ps
NAND-n3245: 304.37 ps
NAND-n3246: 294.90 ps
NAND-n3247: 303.65 ps
NAND-n3248: 314.76 ps
AND-n3249: 1128.50 ps
AND-n3250: 709.31 ps
AND-n3251: 717.79 ps
NAND-n3252: 650.05 ps
NAND-n3253: 420.32 ps
NAND-n3254: 364.83 ps
NAND-n3255: 362.76 ps
NAND-n3256: 576.99 ps
NAND-n3257: 424.14 ps
NAND-n3258: 510.82 ps
NAND-n3259: 352.55 ps
NAND-n3260: 425.99 ps
OR-n3261: 164.83 ps
AND-n3262: 497.25 ps
NAND-n3263: 497.25 ps
NAND-n3264: 1387.25 ps
AND-n3265: 1320.59 ps
NOT-n3266: 1319.08 ps
AND-n3267: 974.78 ps
AND-n3268: 1343.95 ps
NAND-n3269: 1360.85 ps
NAND-n3270: 956.56 ps
NAND-n3271: 269.84 ps
NAND-n3272: 863.16 ps
NOT-n3273: 965.81 ps
AND-n3274: 1203.73 ps
NAND-n3275: 1226.86 ps
AND-n3276: 902.45 ps
NAND-n3277: 996.18 ps
NAND-n3278: 902.45 ps
NAND-n3279: 916.67 ps
AND-n3280: 945.83 ps
NAND-n3281: 996.18 ps
NAND-n3282: 945.83 ps
NAND-n3283: 916.66 ps
AND-n3284: 950.98 ps
NAND-n3285: 996.18 ps
NAND-n3286: 950.98 ps
NAND-n3287: 916.66 ps
AND-n3288: 936.88 ps
NAND-n3289: 996.18 ps
NAND-n3290: 936.88 ps
NAND-n3291: 916.66 ps
AND-n3292: 935.55 ps
NAND-n3293: 996.18 ps
NAND-n3294: 935.55 ps
NAND-n3295: 916.66 ps
AND-n3296: 912.51 ps
NAND-n3297: 996.18 ps
NAND-n3298: 912.51 ps
NAND-n3299: 916.67 ps
AND-n3300: 874.70 ps
NAND-n3301: 996.18 ps
NAND-n3302: 874.70 ps
NAND-n3303: 916.67 ps
AND-n3304: 922.78 ps
NAND-n3305: 996.18 ps
NAND-n3306: 922.78 ps
NAND-n3307: 916.66 ps
AND-n3308: 1203.73 ps
NAND-n3309: 1228.74 ps
AND-n3310: 902.45 ps
NAND-n3311: 996.18 ps
NAND-n3312: 902.45 ps
NAND-n3313: 916.67 ps
AND-n3314: 945.83 ps
NAND-n3315: 996.18 ps
NAND-n3316: 945.83 ps
NAND-n3317: 916.66 ps
AND-n3318: 950.98 ps
NAND-n3319: 996.18 ps
NAND-n3320: 950.98 ps
NAND-n3321: 916.66 ps
AND-n3322: 936.88 ps
NAND-n3323: 996.18 ps
NAND-n3324: 936.88 ps
NAND-n3325: 916.66 ps
AND-n3326: 935.55 ps
NAND-n3327: 996.18 ps
NAND-n3328: 935.55 ps
NAND-n3329: 916.66 ps
AND-n3330: 912.51 ps
NAND-n3331: 996.18 ps
NAND-n3332: 912.51 ps
NAND-n3333: 916.67 ps
AND-n3334: 874.70 ps
NAND-n3335: 996.18 ps
NAND-n3336: 874.70 ps
NAND-n3337: 916.67 ps
AND-n3338: 922.78 ps
NAND-n3339: 996.18 ps
NAND-n3340: 922.78 ps
NAND-n3341: 916.66 ps
AND-n3342: 1203.73 ps
NAND-n3343: 1264.53 ps
AND-n3344: 902.45 ps
NAND-n3345: 996.18 ps
NAND-n3346: 902.45 ps
NAND-n3347: 916.67 ps
AND-n3348: 945.83 ps
NAND-n3349: 996.18 ps
NAND-n3350: 945.83 ps
NAND-n3351: 916.66 ps
AND-n3352: 950.98 ps
NAND-n3353: 996.18 ps
NAND-n3354: 950.98 ps
NAND-n3355: 916.66 ps
AND-n3356: 936.88 ps
NAND-n3357: 996.18 ps
NAND-n3358: 936.88 ps
NAND-n3359: 916.66 ps
AND-n3360: 935.55 ps
NAND-n3361: 996.18 ps
NAND-n3362: 935.55 ps
NAND-n3363: 916.66 ps
AND-n3364: 912.51 ps
NAND-n3365: 996.18 ps
NAND-n3366: 912.51 ps
NAND-n3367: 916.67 ps
AND-n3368: 874.70 ps
NAND-n3369: 996.18 ps
NAND-n3370: 874.70 ps
NAND-n3371: 916.67 ps
AND-n3372: 922.78 ps
NAND-n3373: 996.18 ps
NAND-n3374: 922.78 ps
NAND-n3375: 916.66 ps
AND-n3376: 1203.73 ps
NAND-n3377: 1271.95 ps
AND-n3378: 902.45 ps
NAND-n3379: 996.18 ps
NAND-n3380: 902.45 ps
NAND-n3381: 916.67 ps
AND-n3382: 945.83 ps
NAND-n3383: 996.18 ps
NAND-n3384: 945.83 ps
NAND-n3385: 916.66 ps
AND-n3386: 950.98 ps
NAND-n3387: 996.18 ps
NAND-n3388: 950.98 ps
NAND-n3389: 916.66 ps
AND-n3390: 936.88 ps
NAND-n3391: 996.18 ps
NAND-n3392: 936.88 ps
NAND-n3393: 916.66 ps
AND-n3394: 935.55 ps
NAND-n3395: 996.18 ps
NAND-n3396: 935.55 ps
NAND-n3397: 916.66 ps
AND-n3398: 912.51 ps
NAND-n3399: 996.18 ps
NAND-n3400: 912.51 ps
NAND-n3401: 916.67 ps
AND-n3402: 874.70 ps
NAND-n3403: 996.18 ps
NAND-n3404: 874.70 ps
NAND-n3405: 916.67 ps
AND-n3406: 922.78 ps
NAND-n3407: 996.18 ps
NAND-n3408: 922.78 ps
NAND-n3409: 916.66 ps
AND-n3410: 1203.73 ps
NAND-n3411: 1262.20 ps
AND-n3412: 902.45 ps
NAND-n3413: 995.83 ps
NAND-n3414: 902.45 ps
NAND-n3415: 916.67 ps
AND-n3416: 945.83 ps
NAND-n3417: 995.83 ps
NAND-n3418: 945.83 ps
NAND-n3419: 916.66 ps
AND-n3420: 950.98 ps
NAND-n3421: 995.83 ps
NAND-n3422: 950.98 ps
NAND-n3423: 916.66 ps
AND-n3424: 936.88 ps
NAND-n3425: 995.83 ps
NAND-n3426: 936.88 ps
NAND-n3427: 916.66 ps
AND-n3428: 935.55 ps
NAND-n3429: 995.83 ps
NAND-n3430: 935.55 ps
NAND-n3431: 916.66 ps
AND-n3432: 912.51 ps
NAND-n3433: 995.83 ps
NAND-n3434: 912.51 ps
NAND-n3435: 916.67 ps
AND-n3436: 874.70 ps
NAND-n3437: 995.83 ps
NAND-n3438: 874.70 ps
NAND-n3439: 916.67 ps
AND-n3440: 922.78 ps
NAND-n3441: 995.83 ps
NAND-n3442: 922.78 ps
NAND-n3443: 916.66 ps
AND-n3444: 1203.73 ps
NAND-n3445: 1228.74 ps
AND-n3446: 902.45 ps
NAND-n3447: 995.83 ps
NAND-n3448: 902.45 ps
NAND-n3449: 916.67 ps
AND-n3450: 945.83 ps
NAND-n3451: 995.83 ps
NAND-n3452: 945.83 ps
NAND-n3453: 916.66 ps
AND-n3454: 950.98 ps
NAND-n3455: 995.83 ps
NAND-n3456: 950.98 ps
NAND-n3457: 916.66 ps
AND-n3458: 936.88 ps
NAND-n3459: 995.83 ps
NAND-n3460: 936.88 ps
NAND-n3461: 916.66 ps
AND-n3462: 935.55 ps
NAND-n3463: 995.83 ps
NAND-n3464: 935.55 ps
NAND-n3465: 916.66 ps
AND-n3466: 912.51 ps
NAND-n3467: 995.83 ps
NAND-n3468: 912.51 ps
NAND-n3469: 916.67 ps
AND-n3470: 874.70 ps
NAND-n3471: 995.83 ps
NAND-n3472: 874.70 ps
NAND-n3473: 916.67 ps
AND-n3474: 922.78 ps
NAND-n3475: 995.83 ps
NAND-n3476: 922.78 ps
NAND-n3477: 916.66 ps
AND-n3478: 1203.73 ps
NAND-n3479: 1262.20 ps
AND-n3480: 902.45 ps
NAND-n3481: 995.83 ps
NAND-n3482: 902.45 ps
NAND-n3483: 916.67 ps
AND-n3484: 945.83 ps
NAND-n3485: 995.83 ps
NAND-n3486: 945.83 ps
NAND-n3487: 916.66 ps
AND-n3488: 950.98 ps
NAND-n3489: 995.83 ps
NAND-n3490: 950.98 ps
NAND-n3491: 916.66 ps
AND-n3492: 936.88 ps
NAND-n3493: 995.83 ps
NAND-n3494: 936.88 ps
NAND-n3495: 916.66 ps
AND-n3496: 935.55 ps
NAND-n3497: 995.83 ps
NAND-n3498: 935.55 ps
NAND-n3499: 916.66 ps
AND-n3500: 912.51 ps
NAND-n3501: 995.83 ps
NAND-n3502: 912.51 ps
NAND-n3503: 916.67 ps
AND-n3504: 874.70 ps
NAND-n3505: 995.83 ps
NAND-n3506: 874.70 ps
NAND-n3507: 916.67 ps
AND-n3508: 922.78 ps
NAND-n3509: 995.83 ps
NAND-n3510: 922.78 ps
NAND-n3511: 916.66 ps
AND-n3512: 1203.73 ps
NAND-n3513: 1267.82 ps
AND-n3514: 902.45 ps
NAND-n3515: 995.83 ps
NAND-n3516: 902.45 ps
NAND-n3517: 916.67 ps
AND-n3518: 945.83 ps
NAND-n3519: 995.83 ps
NAND-n3520: 945.83 ps
NAND-n3521: 916.66 ps
AND-n3522: 950.98 ps
NAND-n3523: 995.83 ps
NAND-n3524: 950.98 ps
NAND-n3525: 916.66 ps
AND-n3526: 936.88 ps
NAND-n3527: 995.83 ps
NAND-n3528: 936.88 ps
NAND-n3529: 916.66 ps
AND-n3530: 935.55 ps
NAND-n3531: 995.83 ps
NAND-n3532: 935.55 ps
NAND-n3533: 916.66 ps
AND-n3534: 912.51 ps
NAND-n3535: 995.83 ps
NAND-n3536: 912.51 ps
NAND-n3537: 916.67 ps
AND-n3538: 874.70 ps
NAND-n3539: 995.83 ps
NAND-n3540: 874.70 ps
NAND-n3541: 916.67 ps
AND-n3542: 922.78 ps
NAND-n3543: 995.83 ps
NAND-n3544: 922.78 ps
NAND-n3545: 916.66 ps
AND-n3546: 1203.73 ps
NAND-n3547: 1221.42 ps
AND-n3548: 902.45 ps
NAND-n3549: 975.76 ps
NAND-n3550: 902.45 ps
NAND-n3551: 858.20 ps
AND-n3552: 945.83 ps
NAND-n3553: 975.76 ps
NAND-n3554: 945.83 ps
NAND-n3555: 858.20 ps
AND-n3556: 950.98 ps
NAND-n3557: 975.76 ps
NAND-n3558: 950.98 ps
NAND-n3559: 858.20 ps
AND-n3560: 936.88 ps
NAND-n3561: 975.76 ps
NAND-n3562: 936.88 ps
NAND-n3563: 858.20 ps
AND-n3564: 935.55 ps
NAND-n3565: 975.76 ps
NAND-n3566: 935.55 ps
NAND-n3567: 858.20 ps
AND-n3568: 912.50 ps
NAND-n3569: 975.76 ps
NAND-n3570: 912.50 ps
NAND-n3571: 858.20 ps
AND-n3572: 874.69 ps
NAND-n3573: 975.76 ps
NAND-n3574: 874.69 ps
NAND-n3575: 858.20 ps
AND-n3576: 922.78 ps
NAND-n3577: 975.76 ps
NAND-n3578: 922.78 ps
NAND-n3579: 858.20 ps
AND-n3580: 1203.73 ps
NAND-n3581: 1228.74 ps
AND-n3582: 902.45 ps
NAND-n3583: 984.98 ps
NAND-n3584: 902.45 ps
NAND-n3585: 864.43 ps
AND-n3586: 945.83 ps
NAND-n3587: 984.98 ps
NAND-n3588: 945.83 ps
NAND-n3589: 864.43 ps
AND-n3590: 950.98 ps
NAND-n3591: 984.98 ps
NAND-n3592: 950.98 ps
NAND-n3593: 864.43 ps
AND-n3594: 936.88 ps
NAND-n3595: 984.98 ps
NAND-n3596: 936.88 ps
NAND-n3597: 864.43 ps
AND-n3598: 935.55 ps
NAND-n3599: 984.98 ps
NAND-n3600: 935.55 ps
NAND-n3601: 864.43 ps
AND-n3602: 912.50 ps
NAND-n3603: 984.98 ps
NAND-n3604: 912.50 ps
NAND-n3605: 864.43 ps
AND-n3606: 874.69 ps
NAND-n3607: 984.98 ps
NAND-n3608: 874.69 ps
NAND-n3609: 864.43 ps
AND-n3610: 922.78 ps
NAND-n3611: 984.98 ps
