Circuit delay: 1810.24 ps

Gate slacks:
NAND-n9400: 420.54 ps
NAND-n9401: 821.04 ps
NAND-n9402: 960.89 ps
AND-n9403: 732.42 ps
NAND-n9404: 595.70 ps
NAND-n9405: 854.03 ps
AND-n9406: 732.42 ps
NAND-n9407: 991.02 ps
NAND-n9408: 205.13 ps
NAND-n9409: 821.04 ps
NAND-n9410: 960.89 ps
AND-n9411: 732.42 ps
NAND-n9412: 505.60 ps
NAND-n9413: 1073.15 ps
AND-n9414: 715.01 ps
NAND-n9415: 1073.15 ps
AND-n9416: 715.01 ps
NAND-n9417: 1073.15 ps
AND-n9418: 715.01 ps
NAND-n9419: 1063.63 ps
NAND-n9420: 1073.15 ps
AND-n9421: 753.00 ps
NAND-n9422: 1063.63 ps
NAND-n9423: 1073.15 ps
AND-n9424: 753.00 ps
NAND-n9425: 1040.19 ps
AND-n9426: 726.33 ps
AND-n9427: 1013.37 ps
NAND-n9428: 756.18 ps
NAND-n9429: 1073.15 ps
AND-n9430: 753.00 ps
NAND-n9431: 789.17 ps
NAND-n9432: 1073.15 ps
AND-n9433: 715.01 ps
NAND-n9434: 1073.15 ps
AND-n9435: 715.01 ps
NAND-n9436: 1073.15 ps
AND-n9437: 715.01 ps
NAND-n9438: 1073.15 ps
AND-n9439: 715.01 ps
NAND-n9440: 1073.15 ps
AND-n9441: 715.01 ps
NAND-n9442: 1073.15 ps
AND-n9443: 715.01 ps
NAND-n9444: 1073.15 ps
AND-n9445: 715.01 ps
NAND-n9446: 1051.71 ps
AND-n9447: 715.01 ps
NAND-n9448: 1006.04 ps
AND-n9449: 715.01 ps
NAND-n9450: 941.39 ps
AND-n9451: 715.01 ps
NAND-n9452: 901.70 ps
AND-n9453: 715.01 ps
NAND-n9454: 856.03 ps
AND-n9455: 715.01 ps
NAND-n9456: 842.30 ps
AND-n9457: 715.01 ps
NAND-n9458: 943.45 ps
NAND-n9459: 574.66 ps
NAND-n9460: 943.45 ps
NAND-n9461: 574.66 ps
NAND-n9462: 538.44 ps
NAND-n9463: 543.41 ps
NAND-n9464: 325.03 ps
AND-n9465: 219.78 ps
NAND-n9466: 538.44 ps
NAND-n9467: 553.37 ps
NAND-n9468: 543.41 ps
NAND-n9469: 313.84 ps
AND-n9470: 208.61 ps
NAND-n9471: 538.44 ps
NAND-n9472: 553.37 ps
NAND-n9473: 543.41 ps
NAND-n9474: 339.39 ps
AND-n9475: 234.16 ps
NAND-n9476: 538.44 ps
NAND-n9477: 553.37 ps
NAND-n9478: 543.41 ps
NAND-n9479: 353.12 ps
AND-n9480: 247.88 ps
NAND-n9481: 538.44 ps
NAND-n9482: 553.37 ps
NAND-n9483: 543.41 ps
NAND-n9484: 404.62 ps
AND-n9485: 284.13 ps
NAND-n9486: 538.44 ps
NAND-n9487: 553.37 ps
NAND-n9488: 543.41 ps
NAND-n9489: 444.32 ps
AND-n9490: 329.92 ps
NAND-n9491: 538.44 ps
NAND-n9492: 553.37 ps
NAND-n9493: 543.41 ps
NAND-n9494: 424.61 ps
AND-n9495: 319.38 ps
NAND-n9496: 538.44 ps
NAND-n9497: 553.37 ps
NAND-n9498: 543.41 ps
NAND-n9499: 438.33 ps
AND-n9500: 333.10 ps
NAND-n9501: 538.44 ps
NAND-n9502: 553.37 ps
NAND-n9503: 543.41 ps
NAND-n9504: 484.02 ps
AND-n9505: 378.79 ps
NAND-n9506: 538.44 ps
NAND-n9507: 553.37 ps
NAND-n9508: 543.41 ps
NAND-n9509: 529.38 ps
AND-n9510: 381.26 ps
NAND-n9511: 538.44 ps
NAND-n9512: 553.37 ps
NAND-n9513: 543.41 ps
NAND-n9514: 548.39 ps
AND-n9515: 408.49 ps
NAND-n9516: 538.44 ps
NAND-n9517: 553.37 ps
NAND-n9518: 543.41 ps
NAND-n9519: 548.39 ps
AND-n9520: 460.00 ps
NAND-n9521: 538.44 ps
NAND-n9522: 553.37 ps
NAND-n9523: 543.41 ps
NAND-n9524: 548.39 ps
AND-n9525: 471.97 ps
NAND-n9526: 538.44 ps
NAND-n9527: 553.37 ps
NAND-n9528: 543.41 ps
NAND-n9529: 548.39 ps
AND-n9530: 499.20 ps
NAND-n9531: 538.44 ps
NAND-n9532: 553.37 ps
NAND-n9533: 543.41 ps
NAND-n9534: 548.39 ps
AND-n9535: 542.92 ps
NAND-n9536: 538.44 ps
NAND-n9537: 553.37 ps
NAND-n9538: 543.41 ps
NAND-n9539: 548.39 ps
AND-n9540: 588.61 ps
NAND-n9541: 543.41 ps
NAND-n9542: 548.39 ps
NAND-n9543: 538.44 ps
NAND-n9544: 553.37 ps
AND-n9545: 557.19 ps
NAND-n9546: 543.41 ps
NAND-n9547: 538.44 ps
NAND-n9548: 548.39 ps
NAND-n9549: 553.37 ps
AND-n9550: 584.41 ps
NAND-n9551: 543.41 ps
NAND-n9552: 548.39 ps
NAND-n9553: 538.44 ps
NAND-n9554: 553.37 ps
AND-n9555: 630.11 ps
NAND-n9556: 543.41 ps
NAND-n9557: 538.44 ps
NAND-n9558: 548.39 ps
NAND-n9559: 553.37 ps
AND-n9560: 602.54 ps
NAND-n9561: 548.39 ps
NAND-n9562: 553.37 ps
NAND-n9563: 538.44 ps
AND-n9564: 629.77 ps
NAND-n9565: 543.41 ps
NAND-n9566: 548.39 ps
NAND-n9567: 553.37 ps
NAND-n9568: 538.44 ps
AND-n9569: 675.46 ps
NAND-n9570: 543.41 ps
NAND-n9571: 548.39 ps
NAND-n9572: 553.37 ps
NAND-n9573: 538.44 ps
AND-n9574: 687.44 ps
NAND-n9575: 543.41 ps
NAND-n9576: 548.39 ps
NAND-n9577: 553.37 ps
NAND-n9578: 538.44 ps
AND-n9579: 699.29 ps
NAND-n9580: 543.41 ps
NAND-n9581: 548.39 ps
NAND-n9582: 553.37 ps
NAND-n9583: 538.44 ps
AND-n9584: 690.10 ps
NAND-n9585: 543.41 ps
NAND-n9586: 548.39 ps
NAND-n9587: 553.37 ps
NAND-n9588: 538.44 ps
AND-n9589: 697.47 ps
NAND-n9590: 543.41 ps
NAND-n9591: 548.39 ps
NAND-n9592: 553.37 ps
NAND-n9593: 538.44 ps
AND-n9594: 697.47 ps
NAND-n9595: 543.41 ps
NAND-n9596: 548.39 ps
NAND-n9597: 553.37 ps
NAND-n9598: 538.44 ps
AND-n9599: 697.47 ps
NAND-n9600: 543.41 ps
NAND-n9601: 548.39 ps
NAND-n9602: 553.37 ps
NAND-n9603: 538.44 ps
AND-n9604: 697.47 ps
NAND-n9605: 543.41 ps
NAND-n9606: 548.39 ps
NAND-n9607: 553.37 ps
NAND-n9608: 538.44 ps
AND-n9609: 697.47 ps
NAND-n9610: 543.41 ps
NAND-n9611: 1063.35 ps
NAND-n9612: 1581.97 ps
NAND-n9613: 1597.61 ps
NAND-n9614: 955.10 ps
NAND-n9615: 1581.97 ps
NAND-n9616: 1597.61 ps
NAND-n9617: 945.19 ps
NAND-n9618: 1581.97 ps
NAND-n9619: 1597.61 ps
NAND-n9620: 990.50 ps
NAND-n9621: 1581.97 ps
NAND-n9622: 1597.61 ps
NAND-n9623: 1030.19 ps
NAND-n9624: 1581.97 ps
NAND-n9625: 1597.61 ps
NAND-n9626: 1069.89 ps
NAND-n9627: 1581.97 ps
NAND-n9628: 1597.61 ps
NAND-n9629: 1109.58 ps
NAND-n9630: 1581.97 ps
NAND-n9631: 1597.61 ps
NAND-n9632: 1149.27 ps
NAND-n9633: 1581.97 ps
NAND-n9634: 1597.61 ps
NAND-n9635: 1188.96 ps
NAND-n9636: 1581.97 ps
NAND-n9637: 1597.61 ps
NAND-n9638: 1228.66 ps
NAND-n9639: 1581.97 ps
NAND-n9640: 1597.61 ps
NAND-n9641: 1268.35 ps
NAND-n9642: 1581.97 ps
NAND-n9643: 1597.61 ps
NAND-n9644: 1308.04 ps
NAND-n9645: 1581.97 ps
NAND-n9646: 1597.61 ps
NAND-n9647: 1347.73 ps
NAND-n9648: 1581.97 ps
NAND-n9649: 1597.61 ps
NAND-n9650: 1387.43 ps
NAND-n9651: 1581.97 ps
NAND-n9652: 1597.61 ps
NAND-n9653: 1427.12 ps
NAND-n9654: 1581.97 ps
NAND-n9655: 1597.61 ps
NAND-n9656: 1466.81 ps
NAND-n9657: 1581.97 ps
NAND-n9658: 1597.61 ps
NAND-n9659: 1506.51 ps
NAND-n9660: 1581.97 ps
NAND-n9661: 1597.61 ps
NAND-n9662: 1546.20 ps
NAND-n9663: 1581.97 ps
NAND-n9664: 1597.61 ps
NAND-n9665: 1585.89 ps
NAND-n9666: 1581.97 ps
NAND-n9667: 1597.61 ps
NAND-n9668: 1625.58 ps
NAND-n9669: 1581.97 ps
NAND-n9670: 1597.61 ps
NAND-n9671: 1631.47 ps
NAND-n9672: 1581.97 ps
NAND-n9673: 1597.61 ps
NAND-n9674: 1631.47 ps
NAND-n9675: 1581.97 ps
NAND-n9676: 1597.61 ps
NAND-n9677: 1631.47 ps
NAND-n9678: 1581.97 ps
NAND-n9679: 1597.61 ps
NAND-n9680: 1665.48 ps
NAND-n9681: 1581.97 ps
NAND-n9682: 1597.61 ps
NAND-n9683: 1687.61 ps
NAND-n9684: 1581.97 ps
NAND-n9685: 1597.61 ps
NAND-n9686: 1687.61 ps
NAND-n9687: 1581.97 ps
NAND-n9688: 1597.61 ps
NAND-n9689: 1687.61 ps
NAND-n9690: 1581.97 ps
NAND-n9691: 1597.61 ps
NAND-n9692: 1721.62 ps
NAND-n9693: 1581.97 ps
NAND-n9694: 1597.61 ps
NAND-n9695: 1743.84 ps
NAND-n9696: 1581.97 ps
NAND-n9697: 1597.61 ps
NAND-n9698: 1761.51 ps
NAND-n9699: 1581.97 ps
NAND-n9700: 1597.61 ps
NAND-n9701: 1777.62 ps
NAND-n9702: 1581.97 ps
NAND-n9703: 1597.61 ps
NAND-n9704: 1819.26 ps
NAND-n9705: 1581.97 ps
NAND-n9706: 1597.61 ps
NAND-n9707: 1847.62 ps
AND-n9708: 541.48 ps
NAND-n9709: 358.77 ps
NOT-n9710: 331.26 ps
NOT-n9711: 543.57 ps
NAND-n9712: 236.50 ps
NAND-n9713: 236.50 ps
NOT-n9714: 246.79 ps
NAND-n9715: 198.89 ps
NAND-n9716: 198.89 ps
NAND-n9717: 807.98 ps
NAND-n9718: 936.40 ps
NOT-n9719: 453.82 ps
NAND-n9720: 726.10 ps
AND-n9721: 827.55 ps
NAND-n9722: 588.24 ps
AND-n9723: 675.85 ps
NAND-n9724: 1227.64 ps
NAND-n9725: 1232.80 ps
NAND-n9726: 426.33 ps
NAND-n9727: 1167.41 ps
NAND-n9728: 1253.84 ps
NAND-n9729: 1199.48 ps
NAND-n9730: 808.14 ps
NAND-n9731: 1144.70 ps
NOT-n9732: 808.14 ps
NAND-n9733: 888.67 ps
NAND-n9734: 1190.83 ps
NAND-n9735: 873.76 ps
NAND-n9736: 900.78 ps
NAND-n9737: 924.69 ps
NAND-n9738: 900.78 ps
AND-n9739: 873.76 ps
AND-n9740: 897.35 ps
NAND-n9741: 813.23 ps
NAND-n9742: 867.41 ps
NAND-n9743: 963.41 ps
AND-n9744: 840.07 ps
AND-n9745: 813.23 ps
NAND-n9746: 779.74 ps
NAND-n9747: 833.90 ps
NAND-n9748: 1051.87 ps
AND-n9749: 797.36 ps
AND-n9750: 779.74 ps
NAND-n9751: 750.45 ps
NAND-n9752: 804.63 ps
NAND-n9753: 1051.87 ps
AND-n9754: 777.29 ps
AND-n9755: 750.45 ps
NAND-n9756: 711.38 ps
NAND-n9757: 765.56 ps
NAND-n9758: 1051.87 ps
NAND-n9759: 765.56 ps
NAND-n9760: 780.18 ps
AND-n9761: 711.38 ps
NAND-n9762: 690.10 ps
NAND-n9763: 744.26 ps
NAND-n9764: 1057.82 ps
NAND-n9765: 744.26 ps
NAND-n9766: 740.34 ps
AND-n9767: 690.10 ps
NAND-n9768: 699.29 ps
NAND-n9769: 768.84 ps
NAND-n9770: 1057.82 ps
NAND-n9771: 768.84 ps
NAND-n9772: 726.62 ps
AND-n9773: 699.29 ps
NAND-n9774: 687.44 ps
NAND-n9775: 741.60 ps
NAND-n9776: 1057.82 ps
NAND-n9777: 741.60 ps
NAND-n9778: 740.34 ps
AND-n9779: 687.44 ps
NAND-n9780: 675.46 ps
NAND-n9781: 729.64 ps
NAND-n9782: 1057.82 ps
NAND-n9783: 729.64 ps
NAND-n9784: 726.62 ps
AND-n9785: 675.46 ps
NAND-n9786: 629.77 ps
NAND-n9787: 683.94 ps
NAND-n9788: 1057.82 ps
AND-n9789: 656.61 ps
AND-n9790: 629.77 ps
NAND-n9791: 602.54 ps
NAND-n9792: 656.70 ps
NAND-n9793: 1057.82 ps
AND-n9794: 629.39 ps
AND-n9795: 602.54 ps
NAND-n9796: 630.11 ps
NAND-n9797: 684.29 ps
NAND-n9798: 1057.82 ps
NAND-n9799: 684.29 ps
NAND-n9800: 681.28 ps
AND-n9801: 630.11 ps
NAND-n9802: 584.41 ps
NAND-n9803: 638.59 ps
NAND-n9804: 1057.82 ps
AND-n9805: 611.26 ps
AND-n9806: 584.41 ps
NAND-n9807: 557.19 ps
NAND-n9808: 611.35 ps
NAND-n9809: 1057.82 ps
AND-n9810: 584.03 ps
AND-n9811: 557.19 ps
NAND-n9812: 588.61 ps
NAND-n9813: 644.58 ps
NAND-n9814: 1057.82 ps
NAND-n9815: 644.58 ps
NAND-n9816: 615.94 ps
AND-n9817: 588.61 ps
NAND-n9818: 542.92 ps
NAND-n9819: 604.89 ps
NAND-n9820: 1057.82 ps
NAND-n9821: 604.89 ps
NAND-n9822: 570.24 ps
AND-n9823: 542.92 ps
NAND-n9824: 499.20 ps
NAND-n9825: 553.37 ps
NAND-n9826: 1057.82 ps
NAND-n9827: 553.37 ps
NAND-n9828: 556.53 ps
AND-n9829: 499.20 ps
NAND-n9830: 471.97 ps
NAND-n9831: 526.13 ps
NAND-n9832: 1057.82 ps
AND-n9833: 498.82 ps
AND-n9834: 471.97 ps
NAND-n9835: 460.00 ps
NAND-n9836: 514.18 ps
NAND-n9837: 1057.82 ps
NAND-n9838: 514.18 ps
NAND-n9839: 530.88 ps
AND-n9840: 460.00 ps
NAND-n9841: 408.49 ps
NAND-n9842: 462.66 ps
NAND-n9843: 1057.82 ps
NAND-n9844: 462.66 ps
NAND-n9845: 491.18 ps
AND-n9846: 408.49 ps
NAND-n9847: 791.67 ps
NAND-n9848: 220.41 ps
NAND-n9849: 381.26 ps
NAND-n9850: 435.42 ps
NAND-n9851: 1057.82 ps
NAND-n9852: 435.42 ps
NAND-n9853: 451.49 ps
AND-n9854: 381.26 ps
NAND-n9855: 819.03 ps
NAND-n9856: 378.79 ps
NAND-n9857: 433.11 ps
NAND-n9858: 1057.82 ps
NAND-n9859: 433.11 ps
NAND-n9860: 406.13 ps
AND-n9861: 378.79 ps
NAND-n9862: 806.52 ps
NAND-n9863: 333.10 ps
NAND-n9864: 474.47 ps
NAND-n9865: 1057.82 ps
NAND-n9866: 474.47 ps
NAND-n9867: 360.43 ps
AND-n9868: 333.10 ps
NAND-n9869: 780.35 ps
NAND-n9870: 319.38 ps
NAND-n9871: 434.78 ps
NAND-n9872: 1057.82 ps
NAND-n9873: 434.78 ps
NAND-n9874: 346.71 ps
AND-n9875: 319.38 ps
NAND-n9876: 611.53 ps
NAND-n9877: 329.92 ps
NAND-n9878: 384.10 ps
NAND-n9879: 1057.82 ps
AND-n9880: 339.09 ps
AND-n9881: 329.92 ps
NAND-n9882: 736.06 ps
NAND-n9883: 284.13 ps
NAND-n9884: 338.31 ps
NAND-n9885: 1057.82 ps
AND-n9886: 299.39 ps
AND-n9887: 284.13 ps
NAND-n9888: 724.35 ps
NAND-n9889: 247.88 ps
NAND-n9890: 311.07 ps
NAND-n9891: 1057.82 ps
AND-n9892: 247.88 ps
AND-n9893: 247.88 ps
NAND-n9894: 699.52 ps
NAND-n9895: 234.16 ps
NAND-n9896: 350.22 ps
NAND-n9897: 1057.82 ps
AND-n9898: 234.16 ps
AND-n9899: 234.16 ps
NAND-n9900: 723.21 ps
NAND-n9901: 208.61 ps
NAND-n9902: 338.67 ps
NAND-n9903: 1057.82 ps
AND-n9904: 208.61 ps
AND-n9905: 208.61 ps
NAND-n9906: 1110.99 ps
NAND-n9907: 420.81 ps
NAND-n9908: 220.41 ps
NAND-n9909: 532.23 ps
NAND-n9910: 219.78 ps
NAND-n9911: 1057.82 ps
NAND-n9912: 1124.25 ps
NAND-n9913: 304.90 ps
AND-n9914: 219.78 ps
AND-n9915: 219.78 ps
NAND-n9916: 588.84 ps
NAND-n9917: 574.84 ps
NAND-n9918: 900.54 ps
NAND-n9919: 538.44 ps
NAND-n9920: 538.44 ps
NAND-n9921: 900.54 ps
NOT-n9922: 900.54 ps
NAND-n9923: 1152.34 ps
NAND-n9924: 1229.18 ps
NAND-n9925: 246.79 ps
NAND-n9926: 198.89 ps
NAND-n9927: 981.74 ps
AND-n9928: 981.74 ps
NOT-n9929: 1252.29 ps
NAND-n9930: 1054.62 ps
NAND-n9931: 889.01 ps
NAND-n9932: 1228.92 ps
AND-n9933: 1054.62 ps
NAND-n9934: 807.98 ps
NOT-n9935: 807.98 ps
NAND-n9936: 1235.30 ps
AND-n9937: 1235.30 ps
NAND-n9938: 1084.84 ps
NOT-n9939: 1084.84 ps
NAND-n9940: 821.04 ps
NAND-n9941: 953.71 ps
NAND-n9942: 821.04 ps
AND-n9943: 1038.98 ps
NAND-n9944: 821.04 ps
NAND-n9945: 989.29 ps
NAND-n9946: 821.04 ps
NAND-n9947: 198.89 ps
NAND-n9948: 331.26 ps
NAND-n9949: 246.79 ps
NAND-n9950: 333.49 ps
NAND-n9951: 236.50 ps
NAND-n9952: 338.57 ps
NAND-n9953: 618.81 ps
NAND-n9954: 739.22 ps
NAND-n9955: 1063.35 ps
NAND-n9956: 1083.99 ps
NAND-n9957: 1063.35 ps
NAND-n9958: 1083.99 ps
NAND-n9959: 426.33 ps
NAND-n9960: 512.07 ps
NAND-n9961: 427.85 ps
NAND-n9962: 502.13 ps
NAND-n9963: 902.46 ps
NAND-n9964: 996.46 ps
NAND-n9965: 208.61 ps
NAND-n9966: 375.99 ps
NAND-n9967: 243.57 ps
NAND-n9968: 375.99 ps
NAND-n9969: 420.81 ps
NAND-n9970: 544.37 ps
NAND-n9971: 220.41 ps
NAND-n9972: 346.56 ps
NAND-n9973: 453.82 ps
NAND-n9974: 533.91 ps
NAND-n9975: 668.69 ps
NAND-n9976: 836.53 ps
NAND-n9977: 668.69 ps
NAND-n9978: 220.41 ps
NAND-n9979: 330.69 ps
NAND-n9980: 198.89 ps
NAND-n9981: 198.89 ps
NAND-n9982: 365.47 ps
NAND-n9983: 633.99 ps
NAND-n9984: 800.13 ps
NAND-n9985: 633.99 ps
NAND-n9986: 588.24 ps
NAND-n9987: 780.24 ps
NAND-n9988: 681.00 ps
NAND-n9989: 804.42 ps
NAND-n9990: 681.00 ps
NAND-n9991: 242.23 ps
NAND-n9992: 242.23 ps
NAND-n9993: 352.51 ps
NAND-n9994: 588.24 ps
NAND-n9995: 780.24 ps
NAND-n9996: 802.78 ps
NAND-n9997: 901.17 ps
NAND-n9998: 802.78 ps
NAND-n9999: 368.62 ps
NAND-n10000: 368.62 ps
NAND-n10001: 477.42 ps
NAND-n10002: 588.24 ps
NAND-n10003: 780.24 ps
NAND-n10004: 841.14 ps
NAND-n10005: 901.31 ps
NAND-n10006: 841.14 ps
NAND-n10007: 411.58 ps
NAND-n10008: 411.58 ps
NAND-n10009: 520.38 ps
NAND-n10010: 588.24 ps
NAND-n10011: 780.24 ps
NAND-n10012: 805.93 ps
NAND-n10013: 854.47 ps
NAND-n10014: 805.93 ps
NAND-n10015: 371.77 ps
NAND-n10016: 371.77 ps
NAND-n10017: 480.57 ps
NAND-n10018: 588.24 ps
NAND-n10019: 780.24 ps
NAND-n10020: 800.76 ps
NAND-n10021: 820.43 ps
NAND-n10022: 800.76 ps
NAND-n10023: 366.59 ps
NAND-n10024: 366.59 ps
NAND-n10025: 475.40 ps
NAND-n10026: 588.24 ps
NAND-n10027: 780.24 ps
NAND-n10028: 803.05 ps
NAND-n10029: 808.73 ps
NAND-n10030: 803.05 ps
NAND-n10031: 378.09 ps
NAND-n10032: 378.09 ps
NAND-n10033: 486.89 ps
NAND-n10034: 588.24 ps
NAND-n10035: 780.24 ps
NAND-n10036: 808.21 ps
NAND-n10037: 808.21 ps
NAND-n10038: 828.71 ps
NAND-n10039: 394.51 ps
NAND-n10040: 394.51 ps
NAND-n10041: 503.32 ps
NAND-n10042: 588.24 ps
NAND-n10043: 780.24 ps
NAND-n10044: 834.25 ps
NAND-n10045: 834.25 ps
NAND-n10046: 866.33 ps
NAND-n10047: 436.74 ps
NAND-n10048: 436.74 ps
NAND-n10049: 545.54 ps
NAND-n10050: 588.24 ps
NAND-n10051: 780.24 ps
NAND-n10052: 909.62 ps
NAND-n10053: 923.70 ps
NAND-n10054: 909.62 ps
NAND-n10055: 475.46 ps
NAND-n10056: 475.46 ps
NAND-n10057: 584.26 ps
NAND-n10058: 588.24 ps
NAND-n10059: 780.24 ps
NAND-n10060: 902.80 ps
NAND-n10061: 902.80 ps
NAND-n10062: 902.81 ps
NAND-n10063: 468.62 ps
NAND-n10064: 577.42 ps
NAND-n10065: 588.24 ps
NAND-n10066: 780.24 ps
NAND-n10067: 880.80 ps
NAND-n10068: 880.80 ps
NAND-n10069: 906.93 ps
NAND-n10070: 481.94 ps
NAND-n10071: 590.75 ps
NAND-n10072: 588.24 ps
NAND-n10073: 780.24 ps
NAND-n10074: 966.40 ps
NAND-n10075: 966.40 ps
NAND-n10076: 1004.06 ps
NAND-n10077: 569.86 ps
NAND-n10078: 678.66 ps
NAND-n10079: 588.24 ps
NAND-n10080: 780.24 ps
NAND-n10081: 972.00 ps
NAND-n10082: 972.00 ps
NAND-n10083: 1004.06 ps
NAND-n10084: 569.86 ps
NAND-n10085: 678.66 ps
NAND-n10086: 579.53 ps
NAND-n10087: 780.24 ps
NAND-n10088: 988.40 ps
NAND-n10089: 988.40 ps
NAND-n10090: 1034.41 ps
NAND-n10091: 600.21 ps
NAND-n10092: 709.02 ps
NAND-n10093: 588.24 ps
NAND-n10094: 780.24 ps
NAND-n10095: 955.35 ps
NAND-n10096: 955.35 ps
NAND-n10097: 1027.57 ps
NAND-n10098: 593.37 ps
NAND-n10099: 702.18 ps
NAND-n10100: 565.26 ps
NAND-n10101: 780.24 ps
NAND-n10102: 947.86 ps
NAND-n10103: 947.86 ps
NAND-n10104: 1031.68 ps
NAND-n10105: 606.70 ps
NAND-n10106: 715.50 ps
NAND-n10107: 521.54 ps
NAND-n10108: 780.24 ps
NAND-n10109: 1106.41 ps
NAND-n10110: 1106.41 ps
NAND-n10111: 1139.01 ps
NAND-n10112: 704.81 ps
NAND-n10113: 813.61 ps
NAND-n10114: 494.31 ps
NAND-n10115: 780.24 ps
NAND-n10116: 938.90 ps
NAND-n10117: 938.90 ps
NAND-n10118: 986.11 ps
NAND-n10119: 556.53 ps
NAND-n10120: 666.80 ps
NAND-n10121: 482.34 ps
NAND-n10122: 780.24 ps
NAND-n10123: 689.11 ps
NAND-n10124: 797.91 ps
NAND-n10125: 430.83 ps
NAND-n10126: 780.24 ps
NAND-n10127: 403.60 ps
NAND-n10128: 780.24 ps
NAND-n10129: 401.13 ps
NAND-n10130: 780.24 ps
NAND-n10131: 355.44 ps
NAND-n10132: 780.24 ps
NAND-n10133: 341.72 ps
NAND-n10134: 780.24 ps
NAND-n10135: 352.26 ps
NAND-n10136: 780.24 ps
NAND-n10137: 306.47 ps
NAND-n10138: 780.24 ps
NAND-n10139: 270.22 ps
NAND-n10140: 780.24 ps
NAND-n10141: 256.50 ps
NAND-n10142: 780.24 ps
NAND-n10143: 230.95 ps
NAND-n10144: 780.24 ps
NAND-n10145: 242.12 ps
NAND-n10146: 780.24 ps
NAND-n10147: 588.24 ps
NAND-n10148: 780.24 ps
NAND-n10149: 588.24 ps
NAND-n10150: 780.24 ps
NAND-n10151: 751.45 ps
NAND-n10152: 943.45 ps
NAND-n10153: 751.45 ps
NAND-n10154: 943.45 ps
NAND-n10155: 751.45 ps
NAND-n10156: 943.45 ps
NAND-n10157: 751.45 ps
NAND-n10158: 943.45 ps
NAND-n10159: 739.67 ps
NAND-n10160: 943.45 ps
NAND-n10161: 712.44 ps
NAND-n10162: 943.45 ps
NAND-n10163: 721.63 ps
NAND-n10164: 943.45 ps
NAND-n10165: 709.78 ps
NAND-n10166: 943.45 ps
NAND-n10167: 697.80 ps
NAND-n10168: 943.45 ps
NAND-n10169: 652.11 ps
NAND-n10170: 943.45 ps
NAND-n10171: 624.88 ps
NAND-n10172: 943.45 ps
NAND-n10173: 652.45 ps
NAND-n10174: 943.45 ps
NAND-n10175: 606.75 ps
NAND-n10176: 943.45 ps
NAND-n10177: 579.53 ps
NAND-n10178: 943.45 ps
NAND-n10179: 610.95 ps
NAND-n10180: 943.45 ps
NAND-n10181: 565.26 ps
NAND-n10182: 943.45 ps
NAND-n10183: 521.54 ps
NAND-n10184: 943.45 ps
NAND-n10185: 494.31 ps
NAND-n10186: 943.45 ps
NAND-n10187: 482.34 ps
NAND-n10188: 943.45 ps
NAND-n10189: 430.83 ps
NAND-n10190: 943.45 ps
NAND-n10191: 403.60 ps
NAND-n10192: 943.45 ps
NAND-n10193: 401.13 ps
NAND-n10194: 943.45 ps
NAND-n10195: 355.44 ps
NAND-n10196: 943.45 ps
NAND-n10197: 341.72 ps
NAND-n10198: 943.45 ps
NAND-n10199: 352.26 ps
NAND-n10200: 943.45 ps
NAND-n10201: 306.47 ps
NAND-n10202: 943.45 ps
NAND-n10203: 270.22 ps
NAND-n10204: 943.45 ps
NAND-n10205: 256.50 ps
NAND-n10206: 943.45 ps
NAND-n10207: 230.95 ps
NAND-n10208: 943.45 ps
NAND-n10209: 242.12 ps
NAND-n10210: 943.45 ps
NAND-n10211: 751.45 ps
NAND-n10212: 943.45 ps
NAND-n10213: 751.45 ps
NAND-n10214: 943.45 ps
NAND-n10215: 903.34 ps
NAND-n10216: 1102.49 ps
NAND-n10217: 903.34 ps
NAND-n10218: 1102.49 ps
NAND-n10219: 903.34 ps
NAND-n10220: 1102.49 ps
NAND-n10221: 903.34 ps
NAND-n10222: 1102.49 ps
NAND-n10223: 903.34 ps
NAND-n10224: 1102.49 ps
NAND-n10225: 903.34 ps
NAND-n10226: 1102.49 ps
NAND-n10227: 903.34 ps
NAND-n10228: 1102.49 ps
NAND-n10229: 903.34 ps
NAND-n10230: 1102.49 ps
NAND-n10231: 903.34 ps
NAND-n10232: 1102.49 ps
NAND-n10233: 903.34 ps
NAND-n10234: 1102.49 ps
NAND-n10235: 903.34 ps
NAND-n10236: 1102.49 ps
NAND-n10237: 903.34 ps
NAND-n10238: 1102.49 ps
NAND-n10239: 903.34 ps
NAND-n10240: 1102.49 ps
NAND-n10241: 903.34 ps
NAND-n10242: 1102.49 ps
NAND-n10243: 903.34 ps
NAND-n10244: 1102.49 ps
NAND-n10245: 903.34 ps
NAND-n10246: 1102.49 ps
NAND-n10247: 903.34 ps
NAND-n10248: 1102.49 ps
NAND-n10249: 903.34 ps
NAND-n10250: 1102.49 ps
NAND-n10251: 903.34 ps
NAND-n10252: 1102.49 ps
NAND-n10253: 903.34 ps
NAND-n10254: 1102.49 ps
NAND-n10255: 903.34 ps
NAND-n10256: 1102.49 ps
NAND-n10257: 903.34 ps
NAND-n10258: 1102.49 ps
NAND-n10259: 903.34 ps
NAND-n10260: 1102.49 ps
NAND-n10261: 903.34 ps
NAND-n10262: 1102.49 ps
NAND-n10263: 903.34 ps
NAND-n10264: 1102.49 ps
NAND-n10265: 903.34 ps
NAND-n10266: 1102.49 ps
